Location,lat,lon,Notes
"Jamestown, NY, USA",42.0965167,-79.2380322,NA
"Jamestown, NY, USA",42.0965167,-79.2380322,Published
"Hayden, ID, USA",47.7590638,-116.7866807,NA
"Farmington, CT, USA",41.7198216,-72.8320435,NA
"State College, PA, USA",40.7944504,-77.8616386,NA
"State College, PA, USA",40.7944504,-77.8616386,Published
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Swarthmore PA, USA",39.9020565,-75.3499124,NA
"Pasadena, CA, USA",34.1476507,-118.144155,NA
"Vancouver, WA, USA",45.6306954,-122.6744557,NA
"Vancouver, WA, USA",45.6306954,-122.6744557,NA
"Raleigh, NC, USA",35.7803977,-78.6390989,NA
"Raleigh, NC, USA",35.7803977,-78.6390989,NA
"Raleigh, NC, USA",35.7803977,-78.6390989,Published
"Topeka, KS , USA",39.049011,-95.677556,NA
"Tucson, AZ, USA",32.2228765,-110.974847,NA
"Tucson, AZ, USA",32.2228765,-110.974847,Published
"Tucson, AZ, USA",32.2228765,-110.974847,Published
"Tucson, AZ, USA",32.2228765,-110.974847,NA
"Joliet, IL, USA",41.5263603,-88.0840212,NA
"Joliet, IL, USA",41.5263603,-88.0840212,NA
"Windsor, VT, USA",43.4798875,-72.3866266,Published
"Miller Place, NY, USA",40.9598212,-72.9962148,NA
"Miller Place, NY, USA",40.9598212,-72.9962148,NA
"Seattle, WA, USA",47.6038321,-122.330062,NA
"Seattle, WA, USA",47.6038321,-122.330062,Published
"Seattle, WA, USA",47.6038321,-122.330062,NA
"Tamaqua, PA, USA",40.7974296,-75.9696186,NA
"Little Rock, AR, USA",34.7465071,-92.2896267,NA
"Burlington, VT, USA",44.4761601,-73.212906,NA
"Pleasanton, CA, USA",37.6624312,-121.8746789,NA
"Pinellas Park, FL, USA",27.8428025,-82.6995444,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Atlanta, GA, USA",33.7544657,-84.3898151,NA
"Atlanta, GA, USA",33.7544657,-84.3898151,NA
"Atlanta, GA, USA",33.7544657,-84.3898151,Published
"Thetford, VT, USA",43.8286805,-72.2462023,NA
"River Grove, IL, USA",41.9258642,-87.8358943,NA
"Bloomington, IN, USA",39.1670396,-86.5342881,Published
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Irvine, CA, USA",33.6856969,-117.825981,NA
"Madison, CT, USA",41.2794282,-72.5983151,NA
"Tulsa, OK, USA",36.1563122,-95.9927516,Published
"Chicago, IL, USA",41.8755616,-87.6244212,NA
"Chicago, IL, USA",41.8755616,-87.6244212,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Gonzales, LA, USA",30.2385294,-90.9200987,NA
"Watkins Glen, NY, USA",42.3810555,-76.8705777,Published
"Davis, CA, USA",38.5435526,-121.739005,NA
"Davis, CA, USA",38.5435526,-121.739005,NA
"Clarksville, TN , USA",36.5277607,-87.3588703,Published
"Davenport, IA, USA",41.5235808,-90.5770967,NA
"Davenport, IA, USA",41.5235808,-90.5770967,NA
"Trinity, FL, USA",28.1801635,-82.6542124,Published
"Tifton, GA, USA",31.4549719,-83.5108284,Published
"Oklahoma City, OK, USA",35.4729886,-97.5170536,Published
"Burlingame, CA, USA",37.5780965,-122.3473099,Published
"Burlingame, CA, USA",37.5780965,-122.3473099,Published
"Astoria, OR, USA",46.1882007,-123.8319802,Published
"Rockville, MD, USA",39.0817985,-77.1516844,NA
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,NA
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,Published
"Fargo, ND, USA",46.877229,-96.789821,Published
"Macon, GA, USA",32.8406946,-83.6324022,NA
"Columbia, MO, USA",38.951883,-92.3337366,Published
"Columbia, MO, USA",38.951883,-92.3337366,NA
"Columbia, MO, USA",38.951883,-92.3337366,Published
"Durham, NC, USA",35.996653,-78.9018053,NA
"Durham, NC, USA",35.996653,-78.9018053,Published
"Bourbonnais, IL, USA",41.1639309,-87.8839693,NA
"Oak Ridge, TN, USA",36.0103562,-84.2696449,Published
"Oak Ridge, TN, USA",36.0103562,-84.2696449,Published
"Ft. Lauderdale, FL, USA",26.1223084,-80.1433786,NA
"Boscawen, NH, USA",43.315187,-71.621246,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"Clifton, VA, USA",38.7802651,-77.3867133,NA
"Phoenix, AZ, USA",33.4484367,-112.074141,NA
"Phoenix, AZ, USA",33.4484367,-112.074141,NA
"Cincinnati, OH, USA",39.1014537,-84.5124602,NA
"Cincinnati, OH, USA",39.1014537,-84.5124602,NA
"Blythe, CA, USA",33.6134767,-114.5937537,Published
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"Houston, TX, USA",29.7589382,-95.3676974,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Cranbury, NJ, USA",40.3133907,-74.5201927,NA
"Schenectady, NY, USA",42.8142432,-73.9395687,Published
"Clinton, KY, USA",36.7190018,-85.1426047,Published
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Appleton, WI, USA",44.2613967,-88.4069744,NA
"Boise, ID, USA",43.6166163,-116.200886,Published
"Hamilton, OH, USA",39.2085354,-84.5501874,NA
"Birdsboro, PA, USA",40.2645371,-75.8040852,NA
"Manlius, NY, USA",43.0020107,-75.9768632,Published
"Manlius, NY, USA",43.0020107,-75.9768632,NA
"Commack, NY, USA",40.8393515,-73.2858994,NA
"Mission, KS, USA",39.0277832,-94.6557914,Published
"Middletown, DE , USA",39.4497639,-75.7166345,NA
"Norfolk, VA, USA",36.8493695,-76.2899539,NA
"Malone, NY, USA",44.84881,-74.295044,NA
"Rochester, NY, USA",43.157285,-77.615214,NA
"Rochester, NY, USA",43.157285,-77.615214,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,NA
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"South Bend, IN, USA",41.6833813,-86.2500066,Published
"Austin, TX, USA",30.2711286,-97.7436995,Published
"Austin, TX, USA",30.2711286,-97.7436995,NA
"Queen Creek, AZ, USA",33.2483858,-111.634158,Published
"Tomah, WI, USA",43.978576,-90.5040214,Published
"San Antonio, TX, USA",29.4246002,-98.4951405,NA
"San Antonio, TX, USA",29.4246002,-98.4951405,NA
"El Dorado Hills, CA, USA",38.6827365,-121.0536827,Published
"Ellington, CT, USA",41.9039863,-72.4698071,NA
"San Francisco, CA, USA",37.7879363,-122.4075201,Published
"San Francisco, CA, USA",37.7879363,-122.4075201,NA
"Lebanon, NH, USA",43.643032,-72.251587,Published
"Lebanon, NH, USA",43.643032,-72.251587,NA
"Walla Walla, WA, USA",46.2055155,-118.5174284,Published
"Walla Walla, WA, USA",46.2055155,-118.5174284,NA
"Mars, PA, USA",40.6977576,-80.0123902,NA
"Moreno Valley, CA, USA",33.9375177,-117.2305791,NA
"Queens, NY, USA",40.7135078,-73.8283132,Published
"Queens, NY, USA",40.7135078,-73.8283132,NA
"Queens, NY, USA",40.7135078,-73.8283132,Published
"Amherst, OH, USA",41.3978217,-82.2223775,NA
"Port Jefferson, NY, USA",40.9465118,-73.0691257,Published
"Edwardsville, IL, USA",38.8114364,-89.953157,Published
"Washington, DC, USA",38.8950368,-77.0365427,NA
"Washington, DC, USA",38.8950368,-77.0365427,NA
"Washington, DC, USA",38.8950368,-77.0365427,Published
"Cincinnati, OH, USA",39.1014537,-84.5124602,NA
"Cincinnati, OH, USA",39.1014537,-84.5124602,NA
"Hanover, NH, USA",43.7023545,-72.2892164,NA
"Hanover, NH, USA",43.7023545,-72.2892164,Published
"Mission Viejo, CA, USA",33.5965685,-117.659405,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Santa Maria, CA, USA",34.9531295,-120.435857,NA
"Starkville, MS, USA",33.4638745,-88.8152074,Published
"Frederick, MD, USA",39.415779,-77.4127562,NA
"Bangor, ME, USA",44.8016255,-68.7713289,NA
"Walla Walla, WA, USA",46.2055155,-118.5174284,Published
"Walla Walla, WA, USA",46.2055155,-118.5174284,NA
"Fresno, CA, USA",36.7394421,-119.78483,Published
"Pocatello, ID, USA",42.8620287,-112.450627,NA
"Salisbury, NC, USA",35.6709727,-80.4742261,NA
"Fairfax, VA, USA",38.8462236,-77.3063733,NA
"Milwaukee, WI, USA",43.0386475,-87.9090751,NA
"Milwaukee, WI, USA",43.0386475,-87.9090751,NA
"Milwaukee, WI, USA",43.0386475,-87.9090751,NA
"Hanover, NH, USA",43.7023545,-72.2892164,NA
"Hanover, NH, USA",43.7023545,-72.2892164,Published
"Jamestown, NY, USA",42.0965167,-79.2380322,NA
"Jamestown, NY, USA",42.0965167,-79.2380322,Published
"Sunnyvale, CA, USA",37.3688301,-122.036349,NA
"Larchmont, NY, USA",40.9278769,-73.7517983,NA
"Long Island, NY, USA",40.8514971,-73.0994297,Published
"Long Island, NY, USA",40.8514971,-73.0994297,NA
"Long Island, NY, USA",40.8514971,-73.0994297,Published
"Queens, NY, USA",40.7135078,-73.8283132,Published
"Queens, NY, USA",40.7135078,-73.8283132,NA
"Queens, NY, USA",40.7135078,-73.8283132,Published
"Great Neck, NY, USA",40.8006567,-73.7284647,NA
"Queens, NY, USA",40.7135078,-73.8283132,Published
"Queens, NY, USA",40.7135078,-73.8283132,NA
"Queens, NY, USA",40.7135078,-73.8283132,Published
"The Bronx, NY, USA",40.8466508,-73.8785937,Published
"The Bronx, NY, USA",40.8466508,-73.8785937,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"New York, NY, USA",40.7127281,-74.0060152,NA
"San Juan, PR, USA",18.465299,-66.116666,NA
"Sarasota, FL, USA",27.3365805,-82.5308545,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,Published
"San Diego, CA, USA",32.7174202,-117.162772,NA
"San Diego, CA, USA",32.7174202,-117.162772,NA
"Belton, TX, USA",31.0560132,-97.464453,NA
"Harlingen, TX, USA",26.1907543,-97.6960599,NA
"Louisville, CO, USA",39.977763,-105.1319296,NA
"Athens, GA, USA",33.9597677,-83.376398,NA
"Athens, GA, USA",33.9597677,-83.376398,NA
"Swarthmore, PA, USA",39.9020565,-75.3499124,Published
"Woodland Hills, CA, USA",34.1684364,-118.6058382,NA
"Scottsdale, AZ, USA",33.4942189,-111.926018,Published
"Beverly, MA , USA",42.5489744,-70.8781883,NA
"Evanston, IL, USA",42.0470043,-87.6846053,NA
"Rancho Palos Verdes, CA, USA",33.7483311,-118.3707683,NA
"Missoula, MT, USA",46.8701049,-113.995267,NA
"Missoula, MT, USA",46.8701049,-113.995267,NA
"Stamford, CT, USA",41.0534302,-73.5387341,NA
"Vega Baja, PR, USA",18.4177658,-66.3994474,NA
"Wakefield, MA, USA",42.506484,-71.0728306,NA
"Talkeetna, AK, USA",62.267644,-150.0295288,NA
"Rome, GA, USA",34.257038,-85.1646726,Published
"Arlington, VA, USA",38.8769326,-77.0893094,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,NA
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Iowa City, IA, USA",41.6612561,-91.5299106,Published
"Danville, CA, USA",37.8225892,-122.0008254,NA
"Pittsburgh, PA, USA",40.4406968,-80.0025666,NA
"Pittsburgh, PA, USA",40.4406968,-80.0025666,NA
"Pittsburgh, PA, USA",40.4406968,-80.0025666,NA
"Austin, TX, USA",30.2711286,-97.7436995,Published
"Austin, TX, USA",30.2711286,-97.7436995,NA
"Olney, MA, USA",39.1469872,-77.0722227,NA
"Washington, DC, USA",38.8950368,-77.0365427,NA
"Washington, DC, USA",38.8950368,-77.0365427,NA
"Washington, DC, USA",38.8950368,-77.0365427,Published
"Liberty, MO, USA",39.246479,-94.419079,Published
"Lexington, KY, USA",38.0464066,-84.4970393,Published
"Lexington, KY, USA",38.0464066,-84.4970393,NA
"Lexington, KY, USA",38.0464066,-84.4970393,Published
"Jackson, MS, USA",32.2998686,-90.1830408,Published
"Cheyenne, WY, USA",41.139981,-104.820246,Published
"Waukesha, WI, USA",43.0622536,-88.3123889,Published
"Annandale-on-Hudson, NY, USA",42.0128695,-73.9081901,Published
"Fort Lauderdale, FL, USA",26.1223084,-80.1433786,Published
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Philadelphia, PA, USA",39.9527237,-75.1635262,NA
"Sherman, TX, USA",36.2452294,-101.8858689,Published
"Houghton, MI, USA",46.8591287,-88.7774734,NA
"Houghton, MI, USA",46.8591287,-88.7774734,Published
"San Diego, CA , USA",32.7174202,-117.162772,NA
"San Diego, CA , USA",32.7174202,-117.162772,Published
"Stevensville, MT, USA",46.510407,-114.094385,Published
"Long Island, NY, USA",40.8514971,-73.0994297,Published
"Long Island, NY, USA",40.8514971,-73.0994297,NA
"Long Island, NY, USA",40.8514971,-73.0994297,Published
"Galveston, TX, USA",29.3872254,-94.992736,Published
"Louisburg, NC, USA",36.0990393,-78.301106,Published
"Naragansweett, RI, USA",NA,NA,NA
